cod_mun,municipio,ccaa,provincia,d_previo,pob,d_actual,variacion
08066,Castellví de Rosanes,Cataluña,Barcelona,33.69,1636,33.69,49.50000000000001
08065,Castellví de la Marca,Cataluña,Barcelona,33.98,1283,33.98,102.30000000000001
46257,Villanueva de Castellón,Comunidad Valenciana,Valencia/València,44.36,5351,44.36,47.300000000000004
17047,Castelló d'Empúries,Cataluña,Girona,26.75,5418,26.75,107.80000000000001
25069,Castelló de Farfanya,Cataluña,Lleida,25.62,395,25.62,26.400000000000002
46090,Castelló de Rugat,Comunidad Valenciana,Valencia/València,58.22,1617,58.22,86.9
12040,Castelló de la Plana,Comunidad Valenciana,Castellón/Castelló,42.37,120669,42.37,4.4
44067,Castelnou,Aragón,Teruel,44.57,82,44.57,4.4
44068,Castelserás,Aragón,Teruel,48.84,641,48.84,97.9
46092,Castielfabib,Comunidad Valenciana,Valencia/València,39.4,236,39.4,84.7
22086,Castiello de Jaca,Aragón,Huesca,39.18,220,39.18,30.800000000000004
22087,Castigaleu,Aragón,Huesca,30,57,30,71.5
09083,Castil de Peones,Castilla y León,Burgos,57.69,26,57.69,63.800000000000004
34048,Castil de Vela,Castilla y León,Palencia,61.81,55,61.81,27.500000000000004
06035,Castilblanco,Extremadura,Badajoz,42.67,759,42.67,93.50000000000001
41027,Castilblanco de los Arroyos,Andalucía,Sevilla,28.21,4211,28.21,40.7
09082,Castildelgado,Castilla y León,Burgos,70.58,34,70.58,40.7
24042,Castilfalé,Castilla y León,León,57.14,56,57.14,31.900000000000002
19078,Castilforte,Castilla-La Mancha,Guadalajara,50,50,50,23.1
42056,Castilfrío de la Sierra,Castilla y León,Soria,53.12,32,53.12,75.9
50078,Castiliscar,Aragón,Zaragoza,47.36,190,47.36,33
22088,Castillazuelo,Aragón,Huesca,43.44,145,43.44,2.2
41028,Castilleja de Guzmán,Andalucía,Sevilla,43.46,2314,43.46,53.900000000000006
41029,Castilleja de la Cuesta,Andalucía,Sevilla,37.11,13377,37.11,83.60000000000001
41030,Castilleja del Campo,Andalucía,Sevilla,41.73,520,41.73,34.1
16068,Castillejo de Iniesta,Castilla-La Mancha,Cuenca,50.45,109,50.45,86.9
37096,Castillejo de Martín Viejo,Castilla y León,Salamanca,35.86,184,35.86,79.2
40046,Castillejo de Mesleón,Castilla y León,Segovia,47.42,95,47.42,82.5
42058,Castillejo de Robledo,Castilla y León,Soria,60.46,86,60.46,106.7
16070,Castillejo-Sierra,Castilla-La Mancha,Cuenca,28.12,32,28.12,40.7
45043,Castillo de Bayuela,Castilla-La Mancha,Toledo,45.83,734,45.83,100.10000000000001
16072,Castillo de Garcimuñoz,Castilla-La Mancha,Cuenca,0,130,0,108.9
23026,Castillo de Locubín,Andalucía,Jaén,37.02,3151,37.02,100.10000000000001
12041,Castillo de Villamalefa,Comunidad Valenciana,Castellón/Castelló,50.92,108,50.92,11
16071,Castillo-Albaráñez,Castilla-La Mancha,Cuenca,52.63,19,52.63,68.2
22089,Castillonroy,Aragón,Huesca,68.67,263,68.67,16.5
31071,Castillonuevo,Navarra,Navarra,66.66,15,66.66,11
18045,Castilléjar,Andalucía,Granada,30.28,1009,30.28,53.900000000000006
19079,Castilnuevo,Castilla-La Mancha,Guadalajara,25,8,25,84.7
42057,Castilruiz,Castilla y León,Soria,41.93,123,41.93,69.30000000000001
37097,Castraz,Castilla y León,Salamanca,44.11,34,44.11,20.900000000000002
47037,Castrejón de Trabancos,Castilla y León,Valladolid,68.94,161,68.94,59.400000000000006
34049,Castrejón de la Peña,Castilla y León,Palencia,47.13,297,47.13,46.2
32022,Castrelo de Miño,Galicia,Ourense,44,1155,44,61.60000000000001
32021,Castrelo do Val,Galicia,Ourense,38.61,831,38.61,27.500000000000004
18046,Castril,Andalucía,Granada,25.51,1642,25.51,53.900000000000006
09090,Castrillo Mota de Judíos,Castilla y León,Burgos,68.75,48,68.75,46.2
24043,Castrillo de Cabrera,Castilla y León,León,27.45,102,27.45,4.4
34050,Castrillo de Don Juan,Castilla y León,Palencia,54.28,175,54.28,22
47038,Castrillo de Duero,Castilla y León,Valladolid,43.68,103,43.68,16.5
34051,Castrillo de Onielo,Castilla y León,Palencia,56.62,83,56.62,99.00000000000001
09088,Castrillo de Riopisuerga,Castilla y León,Burgos,45.76,59,45.76,67.10000000000001
34052,Castrillo de Villavega,Castilla y León,Palencia,41.81,165,41.81,9.9
49040,Castrillo de la Guareña,Castilla y León,Zamora,54.54,99,54.54,53.900000000000006
09084,Castrillo de la Reina,Castilla y León,Burgos,0,144,0,95.7
24044,Castrillo de la Valduerna,Castilla y León,León,42.85,133,42.85,20.900000000000002
09085,Castrillo de la Vega,Castilla y León,Burgos,43.64,450,43.64,93.50000000000001
09086,Castrillo del Val,Castilla y León,Burgos,45.15,665,45.15,55.00000000000001
47039,Castrillo-Tejeriego,Castilla y León,Valladolid,52.7,148,52.7,110.00000000000001
33016,Castrillón,Asturias,Asturias,42.41,18675,42.41,39.6
32023,Castro Caldelas,Galicia,Ourense,37.31,1097,37.31,89.10000000000001
04033,Castro de Filabres,Andalucía,Almería,47.57,101,47.57,42.900000000000006
40047,Castro de Fuentidueña,Castilla y León,Segovia,41.86,43,41.86,26.400000000000002
27010,Castro de Rei,Galicia,Lugo,36.13,4196,36.13,34.1
14019,Castro del Río,Andalucía,Córdoba,40.75,6230,40.75,85.80000000000001
39020,Castro-Urdiales,Cantabria,Cantabria,39.24,25319,39.24,46.2
47040,Castrobol,Castilla y León,Valladolid,40,45,40,31.900000000000002
24046,Castrocalbón,Castilla y León,León,42.6,858,42.6,23.1
24047,Castrocontrigo,Castilla y León,León,42.11,633,42.11,14.3
47041,Castrodeza,Castilla y León,Valladolid,47.01,134,47.01,26.400000000000002
49041,Castrogonzalo,Castilla y León,Zamora,47.31,391,47.31,85.80000000000001
09091,Castrojeriz,Castilla y León,Burgos,43.95,661,43.95,59.400000000000006
40048,Castrojimeno,Castilla y León,Segovia,41.93,31,41.93,88
47042,Castromembibre,Castilla y León,Valladolid,56.52,46,56.52,91.30000000000001
34053,Castromocho,Castilla y León,Palencia,55.17,174,55.17,41.800000000000004
47043,Castromonte,Castilla y León,Valladolid,55.18,299,55.18,85.80000000000001
49042,Castronuevo,Castilla y León,Zamora,46.69,212,46.69,42.900000000000006
47044,Castronuevo de Esgueva,Castilla y León,Valladolid,53.04,345,53.04,7.700000000000001
47045,Castronuño,Castilla y León,Valladolid,48.57,663,48.57,58.300000000000004
24049,Castropodame,Castilla y León,León,39.27,1375,39.27,96.80000000000001
33017,Castropol,Asturias,Asturias,35.33,2819,35.33,61.60000000000001
47046,Castroponce,Castilla y León,Valladolid,52.99,117,52.99,19.8
40049,Castroserna de Abajo,Castilla y León,Segovia,43.75,32,43.75,42.900000000000006
40051,Castroserracín,Castilla y León,Segovia,0,21,0,7.700000000000001
24050,Castrotierra de Valmadrigal,Castilla y León,León,63.04,92,63.04,99.00000000000001
27011,Castroverde,Galicia,Lugo,35.85,2215,35.85,83.60000000000001
49043,Castroverde de Campos,Castilla y León,Zamora,52.74,237,52.74,102.30000000000001
47047,Castroverde de Cerrato,Castilla y León,Valladolid,54.14,180,54.14,81.4
26044,Castroviejo,La Rioja,La Rioja,34.48,49,34.48,37.400000000000006
06036,Castuera,Extremadura,Badajoz,36.32,4615,36.32,101.2
46093,Catadau,Comunidad Valenciana,Valencia/València,47.43,2282,47.43,27.500000000000004
46094,Catarroja,Comunidad Valenciana,Valencia/València,43.58,21344,43.58,19.8
36010,Catoira,Galicia,Pontevedra,41.62,2797,41.62,110.00000000000001
03055,Catral,Comunidad Valenciana,Alicante/Alacant,37.45,5669,37.45,55.00000000000001
12042,Catí,Comunidad Valenciana,Castellón/Castelló,58.03,553,58.03,62.7
02025,Caudete,Castilla-La Mancha,Albacete,42.16,7462,42.16,73.7
46095,Caudete de las Fuentes,Comunidad Valenciana,Valencia/València,52.93,566,52.93,77
12043,Caudiel,Comunidad Valenciana,Castellón/Castelló,53.17,596,53.17,33
25071,Cava,Cataluña,Lleida,35.13,35,35.13,58.300000000000004
09063,Cavia,Castilla y León,Burgos,56.42,218,56.42,59.400000000000006
09093,Cayuela,Castilla y León,Burgos,55.55,153,55.55,39.6
45045,Cazalegas,Castilla-La Mancha,Toledo,33.46,1491,33.46,53.900000000000006
23027,Cazalilla,Andalucía,Jaén,50.3,663,50.3,33
41032,Cazalla de la Sierra,Andalucía,Sevilla,37.59,3892,37.59,37.400000000000006
23028,Cazorla,Andalucía,Jaén,37.42,5842,37.42,81.4
49044,Cazurra,Castilla y León,Zamora,0,71,0,95.7
03052,Cañada,Comunidad Valenciana,Alicante/Alacant,56.99,976,56.99,80.30000000000001
16047,Cañada Juncosa,Castilla-La Mancha,Cuenca,43.61,186,43.61,67.10000000000001
41901,Cañada Rosal,Andalucía,Sevilla,41.36,2767,41.36,74.80000000000001
44062,Cañada Vellida,Aragón,Teruel,44.11,34,44.11,101.2
44060,Cañada de Benatanduz,Aragón,Teruel,55.55,36,55.55,13.200000000000001
13029,Cañada de Calatrava,Castilla-La Mancha,Ciudad Real,50,92,50,55.00000000000001
16046,Cañada del Hoyo,Castilla-La Mancha,Cuenca,0,205,0,74.80000000000001
42050,Cañamaque,Castilla y León,Soria,52,25,52,47.300000000000004
16048,Cañamares,Castilla-La Mancha,Cuenca,47.86,396,47.86,5.5
10044,Cañamero,Extremadura,Cáceres,33.18,1372,33.18,61.60000000000001
26040,Cañas,La Rioja,La Rioja,59.01,60,59.01,90.2
10045,Cañaveral,Extremadura,Cáceres,40.21,942,40.21,92.4
21020,Cañaveral de León,Andalucía,Huelva,33.33,333,33.33,62.7
16050,Cañaveras,Castilla-La Mancha,Cuenca,47.61,196,47.61,86.9
16051,Cañaveruelas,Castilla-La Mancha,Cuenca,50.45,109,50.45,88
16052,Cañete,Castilla-La Mancha,Cuenca,40.59,611,40.59,18.700000000000003
14014,Cañete de las Torres,Andalucía,Córdoba,47.35,2364,47.35,58.300000000000004
29035,Cañete la Real,Andalucía,Málaga,37.82,1415,37.82,37.400000000000006
49034,Cañizal,Castilla y León,Zamora,54.68,382,54.68,64.9
19066,Cañizar,Castilla-La Mancha,Guadalajara,68.11,69,68.11,57.2
44063,Cañizar del Olivar,Aragón,Teruel,63.23,67,63.23,68.2
16053,Cañizares,Castilla-La Mancha,Cuenca,50.49,402,50.49,25.3
49035,Cañizo,Castilla y León,Zamora,56.77,192,56.77,63.800000000000004
24051,Cea,Castilla y León,León,40.75,346,40.75,70.4
24052,Cebanico,Castilla y León,León,37.31,133,37.31,33
45046,Cebolla,Castilla-La Mancha,Toledo,33.51,2366,33.51,70.4
09094,Cebrecos,Castilla y León,Burgos,57.14,56,57.14,104.50000000000001
05057,Cebreros,Castilla y León,Ávila,46.93,2422,46.93,9.9
24053,Cebrones del Río,Castilla y León,León,39,382,39,13.200000000000001
10061,Ceclavín,Extremadura,Cáceres,0,1593,0,30.800000000000004
15022,Cedeira,Galicia,A Coruña,35.32,5427,35.32,108.9
10062,Cedillo,Extremadura,Cáceres,52.4,391,52.4,63.800000000000004
40052,Cedillo de la Torre,Castilla y León,Segovia,52.94,68,52.94,9.9
45047,Cedillo del Condado,Castilla-La Mancha,Toledo,28.21,3023,28.21,9.9
44074,Cedrillas,Aragón,Teruel,41.18,431,41.18,42.900000000000006
15023,Cee,Galicia,A Coruña,36.35,6383,36.35,20.900000000000002
30017,Cehegín,Murcia,Murcia,37.76,11234,37.76,55.00000000000001
47048,Ceinos de Campos,Castilla y León,Valladolid,62.93,143,62.93,72.60000000000001
09095,Celada del Camino,Castilla y León,Burgos,49.39,83,49.39,70.4
44075,Celadas,Aragón,Teruel,58.38,298,58.38,26.400000000000002
32024,Celanova,Galicia,Ourense,40.42,4730,40.42,99.00000000000001
44076,Cella,Aragón,Teruel,46.46,2009,46.46,16.5
26045,Cellorigo,La Rioja,La Rioja,0,10,0,1.1
17049,Celrà,Cataluña,Girona,33.07,3435,33.07,17.6
31193,Cendea de Olza/Oltza Zendea,Navarra,Navarra,41.75,1449,41.75,8.8
19080,Cendejas de Enmedio,Castilla-La Mancha,Guadalajara,40.98,61,40.98,71.5
19081,Cendejas de la Torre,Castilla-La Mancha,Guadalajara,62.5,24,62.5,106.7
18047,Cenes de la Vega,Andalucía,Granada,32.65,6481,32.65,110.00000000000001
26046,Cenicero,La Rioja,La Rioja,40.43,1531,40.43,17.6
28037,Cenicientos,Madrid,Madrid,45.77,1648,45.77,49.50000000000001
02026,Cenizate,Castilla-La Mancha,Albacete,47.23,820,47.23,86.9
32025,Cenlle,Galicia,Ourense,49.2,934,49.2,82.5
08067,Centelles,Cataluña,Barcelona,32.08,6014,32.08,31.900000000000002
19082,Centenera,Castilla-La Mancha,Guadalajara,48.11,105,48.11,8.8
42059,Centenera de Andaluz,Castilla y León,Soria,60,20,60,9.9
37098,Cepeda,Castilla y León,Salamanca,40.35,280,40.35,41.800000000000004
05058,Cepeda la Mora,Castilla y León,Ávila,41.53,64,41.53,13.200000000000001
42060,Cerbón,Castilla y León,Soria,50,28,50,93.50000000000001
15024,Cerceda,Galicia,A Coruña,40.5,4205,40.5,5.5
28038,Cercedilla,Madrid,Madrid,45.53,5622,45.53,38.5
08268,Cercs,Cataluña,Barcelona,33.43,988,33.43,47.300000000000004
08266,Cerdanyola del Vallès,Cataluña,Barcelona,37.29,43512,37.29,8.8
36902,Cerdedo-Cotobade,Galicia,Pontevedra,42.55,4960,42.55,45.1
15025,Cerdido,Galicia,A Coruña,31.03,862,31.03,56.1
46096,Cerdà,Comunidad Valenciana,Valencia/València,53.42,276,53.42,51.7
37099,Cereceda de la Sierra,Castilla y León,Salamanca,48.33,60,48.33,93.50000000000001
49046,Cerecinos de Campos,Castilla y León,Zamora,34.52,221,34.52,100.10000000000001
49047,Cerecinos del Carrizal,Castilla y León,Zamora,40.44,89,40.44,31.900000000000002
37100,Cerezal de Peñahorcada,Castilla y León,Salamanca,47.61,62,47.61,86.9
10063,Cerezo,Extremadura,Cáceres,63.12,159,63.12,16.5
40053,Cerezo de Abajo,Castilla y León,Segovia,55.55,80,55.55,8.8
40054,Cerezo de Arriba,Castilla y León,Segovia,47.22,108,47.22,62.7
09098,Cerezo de Río Tirón,Castilla y León,Burgos,48.33,419,48.33,11
49048,Cernadilla,Castilla y León,Zamora,45.28,104,45.28,16.5
37101,Cerralbo,Castilla y León,Salamanca,54.12,109,54.12,41.800000000000004
09100,Cerratón de Juarros,Castilla y León,Burgos,45.45,44,45.45,52.800000000000004
27012,Cervantes,Galicia,Lugo,29.59,1142,29.59,96.80000000000001
34055,Cervatos de la Cueza,Castilla y León,Palencia,42.27,219,42.27,104.50000000000001
08068,Cervelló,Cataluña,Barcelona,32.58,7234,32.58,70.4
25072,Cervera,Cataluña,Lleida,29.35,6030,29.35,5.5
28039,Cervera de Buitrago,Madrid,Madrid,45.2,146,45.2,36.300000000000004
34056,Cervera de Pisuerga,Castilla y León,Palencia,39.75,1861,39.75,23.1
50079,Cervera de la Cañada,Aragón,Zaragoza,46.9,216,46.9,105.60000000000001
45049,Cervera de los Montes,Castilla-La Mancha,Toledo,0,423,0,9.9
16073,Cervera del Llano,Castilla-La Mancha,Cuenca,54.11,167,54.11,12.100000000000001
12044,Cervera del Maestre,Comunidad Valenciana,Castellón/Castelló,51.4,428,51.4,95.7
26047,Cervera del Río Alhama,La Rioja,La Rioja,52.2,1810,52.2,106.7
50080,Cerveruela,Aragón,Zaragoza,45.94,36,45.94,13.200000000000001
47049,Cervillego de la Cruz,Castilla y León,Valladolid,42.85,90,42.85,83.60000000000001
17050,Cervià de Ter,Cataluña,Girona,35.07,718,35.07,86.9
25073,Cervià de les Garrigues,Cataluña,Lleida,27.8,541,27.8,72.60000000000001
27013,Cervo,Galicia,Lugo,46.06,3604,46.06,11
37103,Cespedosa de Tormes,Castilla y León,Salamanca,44.83,397,44.83,57.2
50081,Cetina,Aragón,Zaragoza,44.09,446,44.09,53.900000000000006
51001,Ceuta,Ceuta,Ceuta,24.45,60855,24.45,38.5
30018,Ceutí,Murcia,Murcia,39.95,9036,39.95,22
34058,Cevico Navero,Castilla y León,Palencia,61.53,169,61.53,47.300000000000004
34057,Cevico de la Torre,Castilla y León,Palencia,37.55,426,37.55,61.60000000000001
37114,Chagarcía Medianero,Castilla y León,Salamanca,61.42,64,61.42,41.800000000000004
22094,Chalamera,Aragón,Huesca,38.46,103,38.46,22
05067,Chamartín,Castilla y León,Ávila,62.9,62,62.9,79.2
32029,Chandrexa de Queixa,Galicia,Ourense,40.65,452,40.65,18.700000000000003
27016,Chantada,Galicia,Lugo,40.94,6640,40.94,33
28051,Chapinería,Madrid,Madrid,45.37,1834,45.37,57.2
18059,Chauchina,Andalucía,Granada,32.22,4506,32.22,69.30000000000001
40065,Chañe,Castilla y León,Segovia,47.94,428,47.94,93.50000000000001
19103,Checa,Castilla-La Mancha,Guadalajara,46.02,238,46.02,39.6
06042,Cheles,Extremadura,Badajoz,30.04,982,30.04,96.80000000000001
46107,Chella,Comunidad Valenciana,Valencia/València,49.63,1852,49.63,57.2
46106,Chelva,Comunidad Valenciana,Valencia/València,43.81,1572,43.81,33
19104,Chequilla,Castilla-La Mancha,Guadalajara,0,14,0,104.50000000000001
46108,Chera,Comunidad Valenciana,Valencia/València,54.76,418,54.76,4.4
04036,Chercos,Andalucía,Almería,38.43,250,38.43,31.900000000000002
46109,Cheste,Comunidad Valenciana,Valencia/València,44.46,6477,44.46,37.400000000000006
23029,Chiclana de Segura,Andalucía,Jaén,36.98,717,36.98,62.7
11015,Chiclana de la Frontera,Andalucía,Cádiz,28.84,69470,28.84,44
12053,Chilches/Xilxes,Comunidad Valenciana,Castellón/Castelló,51.93,2223,51.93,63.800000000000004
16023,Chillarón de Cuenca,Castilla-La Mancha,Cuenca,37.37,702,37.37,13.200000000000001
19106,Chillarón del Rey,Castilla-La Mancha,Guadalajara,38.57,70,38.57,90.2
23030,Chilluévar,Andalucía,Jaén,46.67,1124,46.67,22
13038,Chillón,Castilla-La Mancha,Ciudad Real,44.04,1543,44.04,86.9
19105,Chiloeches,Castilla-La Mancha,Guadalajara,39.2,2858,39.2,81.4
18061,Chimeneas,Andalucía,Granada,40.89,985,40.89,5.5
22096,Chimillas,Aragón,Huesca,49.55,337,49.55,90.2
02029,Chinchilla de Monte-Aragón,Castilla-La Mancha,Albacete,39.71,3658,39.71,24.200000000000003
28052,Chinchón,Madrid,Madrid,37.56,4225,37.56,33
11016,Chipiona,Andalucía,Cádiz,28.02,15839,28.02,28.6
50092,Chiprana,Aragón,Zaragoza,49.01,276,49.01,8.8
04037,Chirivel,Andalucía,Almería,38.04,1180,38.04,104.50000000000001
46111,Chiva,Comunidad Valenciana,Valencia/València,39.92,12512,39.92,73.7
50093,Chodes,Aragón,Zaragoza,51.16,86,51.16,40.7
12055,Chodos/Xodos,Comunidad Valenciana,Castellón/Castelló,44.55,100,44.55,27.500000000000004
24065,Chozas de Abajo,Castilla y León,León,39.64,2221,39.64,99.00000000000001
45056,Chozas de Canales,Castilla-La Mancha,Toledo,27.29,2753,27.29,17.6
21030,Chucena,Andalucía,Huelva,44.17,1922,44.17,60.50000000000001
45057,Chueca,Castilla-La Mancha,Toledo,55.29,217,55.29,30.800000000000004
46112,Chulilla,Comunidad Valenciana,Valencia/València,55.86,530,55.86,12.100000000000001
16081,Chumillas,Castilla-La Mancha,Cuenca,53.06,49,53.06,84.7
18062,Churriana de la Vega,Andalucía,Granada,34.25,12298,34.25,56.1
22095,Chía,Aragón,Huesca,44.15,77,44.15,28.6
12056,Chóvar,Comunidad Valenciana,Castellón/Castelló,64.1,271,64.1,25.3
09101,Ciadoncha,Castilla y León,Burgos,60,65,60,83.60000000000001
26048,Cidamón,La Rioja,La Rioja,100,15,100,45.1
42061,Cidones,Castilla y León,Soria,51.26,275,51.26,67.10000000000001
28040,Ciempozuelos,Madrid,Madrid,33.88,17854,33.88,71.5
30019,Cieza,Murcia,Murcia,32.24,26042,32.24,74.80000000000001
39021,Cieza,Cantabria,Cantabria,56.17,470,56.17,28.6
19086,Cifuentes,Castilla-La Mancha,Guadalajara,43.49,1380,43.49,51.7
47050,Cigales,Castilla y León,Valladolid,38.87,4023,38.87,68.2
42062,Cigudosa,Castilla y León,Soria,40,15,40,52.800000000000004
47051,Ciguñuela,Castilla y León,Valladolid,61.73,311,61.73,110.00000000000001
42063,Cihuela,Castilla y León,Soria,61.11,36,61.11,105.60000000000001
26049,Cihuri,La Rioja,La Rioja,0,160,0,97.9
18048,Cijuela,Andalucía,Granada,33.56,2768,33.56,33
09102,Cillaperlata,Castilla y León,Burgos,54.83,31,54.83,95.7
10064,Cilleros,Extremadura,Cáceres,40.08,1353,40.08,56.1
37104,Cilleros de la Bastida,Castilla y León,Salamanca,40.9,22,40.9,71.5
09103,Cilleruelo de Abajo,Castilla y León,Burgos,59.32,177,59.32,93.50000000000001
09104,Cilleruelo de Arriba,Castilla y León,Burgos,59.57,47,59.57,8.8
40055,Cilleruelo de San Mamés,Castilla y León,Segovia,57.57,33,57.57,107.80000000000001
39022,Cillorigo de Liébana,Cantabria,Cantabria,38.88,1030,38.88,64.9
05059,Cillán,Castilla y León,Ávila,44.44,72,44.44,104.50000000000001
24054,Cimanes de la Vega,Castilla y León,León,42.78,373,42.78,97.9
24055,Cimanes del Tejar,Castilla y León,León,45.76,668,45.76,88
50082,Cimballa,Aragón,Zaragoza,42.64,64,42.64,26.400000000000002
50083,Cinco Olivas,Aragón,Zaragoza,50.6,83,50.6,25.3
19087,Cincovillas,Castilla-La Mancha,Guadalajara,68.42,19,68.42,41.800000000000004
12045,Cinctorres,Comunidad Valenciana,Castellón/Castelló,50,340,50,99.00000000000001
31072,Cintruénigo,Navarra,Navarra,41.39,5435,41.39,9.9
37106,Cipérez,Castilla y León,Salamanca,42.52,214,42.52,18.700000000000003
12046,Cirat,Comunidad Valenciana,Castellón/Castelló,55.05,195,55.05,45.1
31074,Cirauqui/Zirauki,Navarra,Navarra,37.66,381,37.66,49.50000000000001
42064,Ciria,Castilla y León,Soria,62.31,69,62.31,62.7
31075,Ciriza/Ziritza,Navarra,Navarra,33.61,119,33.61,28.6
19088,Ciruelas,Castilla-La Mancha,Guadalajara,54.62,111,54.62,64.9
45050,Ciruelos,Castilla-La Mancha,Toledo,42.06,571,42.06,110.00000000000001
09105,Ciruelos de Cervera,Castilla y León,Burgos,47.82,92,47.82,79.2
19089,Ciruelos del Pinar,Castilla-La Mancha,Guadalajara,33.33,18,33.33,81.4
26050,Cirueña,La Rioja,La Rioja,0,149,0,4.4
42065,Cirujales del Río,Castilla y León,Soria,0,21,0,77
05060,Cisla,Castilla y León,Ávila,48.48,99,48.48,9.9
34059,Cisneros,Castilla y León,Palencia,53.76,385,53.76,31.900000000000002
17051,Cistella,Cataluña,Girona,38.98,228,38.98,11
24056,Cistierna,Castilla y León,León,38.53,2504,38.53,49.50000000000001
47052,Cistérniga,Castilla y León,Valladolid,42.89,7173,42.89,71.5
13034,Ciudad Real,Castilla-La Mancha,Ciudad Real,41.25,58894,41.25,19.8
37107,Ciudad Rodrigo,Castilla y León,Salamanca,38.34,9943,38.34,99.00000000000001
07015,Ciutadella de Menorca,Baleares,Illes Balears,27.11,23653,27.11,53.900000000000006
25074,Ciutadilla,Cataluña,Lleida,0,164,0,90.2
31076,Cizur,Navarra,Navarra,43.87,2720,43.87,18.700000000000003
25075,Clariana de Cardener,Cataluña,Lleida,37.69,129,37.69,12.100000000000001
50084,Clarés de Ribota,Aragón,Zaragoza,41.79,67,41.79,17.6
26051,Clavijo,La Rioja,La Rioja,44.2,232,44.2,37.400000000000006
33018,Coaña,Asturias,Asturias,40.57,2797,40.57,20.900000000000002
45051,Cobeja,Castilla-La Mancha,Toledo,36.32,1811,36.32,11
19090,Cobeta,Castilla-La Mancha,Guadalajara,50.58,85,50.58,55.00000000000001
28041,Cobeña,Madrid,Madrid,43.83,5166,43.83,13.200000000000001
45052,Cobisa,Castilla-La Mancha,Toledo,42.27,3604,42.27,67.10000000000001
34060,Cobos de Cerrato,Castilla y León,Palencia,50.81,122,50.81,100.10000000000001
40056,Cobos de Fuentidueña,Castilla y León,Segovia,50,26,50,28.6
49050,Cobreros,Castilla y León,Zamora,38.75,474,38.75,50.6
40057,Coca,Castilla y León,Segovia,45.94,1341,45.94,57.2
37108,Coca de Alba,Castilla y León,Salamanca,62.65,83,62.65,44
03056,Cocentaina,Comunidad Valenciana,Alicante/Alacant,47.94,8487,47.94,78.10000000000001
50085,Codo,Aragón,Zaragoza,50,182,50,41.800000000000004
40058,Codorniz,Castilla y León,Segovia,54.73,285,54.73,35.2
50086,Codos,Aragón,Zaragoza,31.21,157,31.21,105.60000000000001
46097,Cofrentes,Comunidad Valenciana,Valencia/València,43.93,931,43.93,18.700000000000003
47053,Cogeces de Íscar,Castilla y León,Valladolid,57.93,126,57.93,70.4
47054,Cogeces del Monte,Castilla y León,Valladolid,54.52,560,54.52,73.7
19091,Cogollor,Castilla-La Mancha,Guadalajara,66.66,18,66.66,33
09108,Cogollos,Castilla y León,Burgos,42.36,494,42.36,37.400000000000006
18049,Cogollos de Guadix,Andalucía,Granada,45.48,531,45.48,104.50000000000001
18050,Cogollos de la Vega,Andalucía,Granada,33.55,1690,33.55,62.7
19092,Cogolludo,Castilla-La Mancha,Guadalajara,46,409,46,22
15027,Coirós,Galicia,A Coruña,44.72,1603,44.72,62.7
17054,Colera,Cataluña,Girona,40.96,381,40.96,102.30000000000001
32026,Coles,Galicia,Ourense,41.14,2776,41.14,52.800000000000004
39023,Colindres,Cantabria,Cantabria,42.64,6684,42.64,105.60000000000001
25077,Coll de Nargó,Cataluña,Lleida,24.56,461,24.56,55.00000000000001
40059,Collado Hermoso,Castilla y León,Segovia,54.12,107,54.12,8.8
28046,Collado Mediano,Madrid,Madrid,48.17,5368,48.17,13.200000000000001
28047,Collado Villalba,Madrid,Madrid,42.48,45276,42.48,29.700000000000003
05062,Collado de Contreras,Castilla y León,Ávila,64.78,142,64.78,61.60000000000001
10065,Collado de la Vera,Extremadura,Cáceres,44.2,230,44.2,108.9
05063,Collado del Mirón,Castilla y León,Ávila,0,20,0,15.400000000000002
34061,Collazos de Boedo,Castilla y León,Palencia,53.4,88,53.4,36.300000000000004
08069,Collbató,Cataluña,Barcelona,29.38,3766,29.38,15.400000000000002
43045,Colldejou,Cataluña,Tarragona,47.44,136,47.44,35.2
08070,Collsuspina,Cataluña,Barcelona,43.53,292,43.53,5.5
29043,Colmenar,Andalucía,Málaga,32.44,2491,32.44,105.60000000000001
28045,Colmenar Viejo,Madrid,Madrid,44.9,39317,44.9,63.800000000000004
37109,Colmenar de Montemayor,Castilla y León,Salamanca,0,167,0,96.80000000000001
28043,Colmenar de Oreja,Madrid,Madrid,32.44,6648,32.44,13.200000000000001
28042,Colmenar del Arroyo,Madrid,Madrid,43.84,1464,43.84,18.700000000000003
28044,Colmenarejo,Madrid,Madrid,42.39,6942,42.39,17.6
18051,Colomera,Andalucía,Granada,32.3,1071,32.3,29.700000000000003
17055,Colomers,Cataluña,Girona,55.15,161,55.15,16.5
33019,Colunga,Asturias,Asturias,37.03,2755,37.03,28.6
22090,Colungo,Aragón,Huesca,0,99,0,41.800000000000004
29044,Comares,Andalucía,Málaga,39.17,741,39.17,58.300000000000004
39024,Comillas,Cantabria,Cantabria,40.79,1763,40.79,88
25161,Conca de Dalt,Cataluña,Lleida,31.47,332,31.47,107.80000000000001
40060,Condado de Castilnovo,Castilla y León,Segovia,35.93,64,35.93,26.400000000000002
09109,Condado de Treviño,Castilla y León,Burgos,34.8,1172,34.8,52.800000000000004
19095,Condemios de Abajo,Castilla-La Mancha,Guadalajara,41.66,11,41.66,83.60000000000001
