OBJECTID,Identifica,X,Y,Comunidad,Provincia_isla,Municipio,nombre_completo,nombre_mun,slider_equipamiento,slider_ocupacion,filtro_accesible_sillas_ruedas,filtro_aseos,filtro_alquiler_sombrillas_hamacas,filtro_aparcamiento,filtro_chiringuito,filtro_duchas_lavapies,ficha_duchas,ficha_lavapies,filtro_socorrista,filtro_zona_infantil,ficha_papeleras,filtro_aguas_tranquilas,ficha_oleaje,filtro_baja_ocupacion,filtro_banderas_azules,filtro_nudista,ficha_nudismo,filtro_playa_piedras,filtro_playa_arena,ficha_tipo_playa,filtro_extensas_1km,ficha_longitud,ficha_anchura_max,filtro_acantilado_montana,filtro_dunas,ficha_entorno,filtro_paseo_completo,ficha_paseo,filtro_playa_aislada,ficha_urbanizacion,ficha_entorno_protegido,filtro_alquiler_nautico,filtro_club_náutico,filtro_fondo_barcos,filtro_submarinismo,filtro_surf,filtro_zona_deportiva,carretera,formas_acceso,transporte_publico,advertencia_acceso,hospital,distancia_hospital,filtro_canina,ficha_canina,cod_ine,mun_ine
694,582,-17.1061000003699,28.1119999991315,Canarias,La Gomera,San Sebastián de la Gomera,Avalo,Avalo (San Sebastián de la Gomera),1.5,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,s,permitido,s,n,Playa de piedras y arena oscura,n,350 metros,30 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,s,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Nuestra Señora de Guadalupe,7 km,n,no permitido,38036,
695,583,-17.1070999995543,28.129699999609,Canarias,La Gomera,San Sebastián de la Gomera,Aguila,Aguila (San Sebastián de la Gomera),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,n,Oleaje fuerte,s,n,n,no permitido,s,n,Playa de rocas,n,330 metros,30 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,,Acceso en barco y a pie (difícil),s,,Hospital Nuestra Señora de Guadalupe,9 km,n,no permitido,38036,
696,584,-17.1139999996759,28.1352999989374,Canarias,La Gomera,San Sebastián de la Gomera,Zamora,Zamora (San Sebastián de la Gomera),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,n,Oleaje fuerte,s,n,n,no permitido,n,s,Playa de arena oscura,n,120 metros,30 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,,Acceso exclusivo en barco,n,Acceso exclusivo en barco,Hospital Nuestra Señora de Guadalupe,11 km,n,no permitido,38036,
697,585,-17.3474000001147,28.1003999991571,Canarias,La Gomera,Valle Gran Rey,El Inglés,El Inglés (Valle Gran Rey),3.35,Medio,n,n,n,s,n,n,n,n,n,n,s,s,Oleaje moderado,n,n,s,permitido,s,n,Playa de rocas y arena oscura,n,400 metros,40 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),n,,Hospital Nuestra Señora de Guadalupe,63 km,n,no permitido,38049,
698,586,-17.3411999996019,28.0937999990335,Canarias,La Gomera,Valle Gran Rey,Valle Gran Rey / La Playa / La Puntilla,Valle Gran Rey / La Playa / La Puntilla (Valle Gran Rey),5.00,Medio,n,n,n,s,s,s,s,s,n,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena oscura,s,1.400 metros,30 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,s,n,n,n,n,n,n,GM-2,Acceso en coche y a pie (fácil),s,,Hospital Nuestra Señora de Guadalupe,61 km,n,no permitido,38049,
699,587,-17.3311999996732,28.0825999995336,Canarias,La Gomera,Valle Gran Rey,Vueltas,Vueltas (Valle Gran Rey),2.6,Medio,n,n,n,s,s,n,n,n,n,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena oscura,n,150 metros,25 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,s,n,n,s,s,n,n,Carretera al puerto,"Acceso en coche, barco y a pie (fácil)",s,,Hospital Nuestra Señora de Guadalupe,61 km,n,no permitido,38049,
700,588,-17.2445000001383,28.2006999994219,Canarias,La Gomera,Vallehermoso,La Sepultura,La Sepultura (Vallehermoso),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,n,Oleaje fuerte,s,n,n,no permitido,s,n,Playa de rocas y arena dorada,n,400 metros,30 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,GM-1,Acceso exclusivo en barco,s,,Hospital Nuestra Señora de Guadalupe,56 km,n,no permitido,38050,
701,589,-17.247399999929,28.2025999991894,Canarias,La Gomera,Vallehermoso,Tamargada,Tamargada (Vallehermoso),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,n,Oleaje fuerte,s,n,n,no permitido,s,n,Playa de rocas,n,200 metros,20 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,GM-1,Acceso exclusivo en barco,s,,Hospital Nuestra Señora de Guadalupe,61 km,n,no permitido,38050,
702,590,-17.2522999998851,28.2028999993974,Canarias,La Gomera,Vallehermoso,Vallehermoso,Vallehermoso (Vallehermoso),6.50,Medio,s,n,n,s,s,s,s,n,n,n,n,n,Oleaje fuerte,n,n,n,no permitido,s,n,Playa de piedras y rocas,n,300 metros,40 metros,n,n,Entorno semiurbano,s,Paseo marítimo,n,Semiurbana,s,n,n,n,n,n,n,GM-1,Acceso en coche y a pie (fácil),s,,Hospital Nuestra Señora de Guadalupe,66 km,n,no permitido,38050,
703,591,-17.3011000003278,28.2072999988184,Canarias,La Gomera,Vallehermoso,Arguamul,Arguamul (Vallehermoso),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,n,Oleaje fuerte,s,n,n,no permitido,s,n,Playa de rocas,n,700 metros,35 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,Carretera de Arguamul,Acceso exclusivo a pie (difícil),n,Acceso exclusivo a pie,Hospital Nuestra Señora de Guadalupe,61 km,n,no permitido,38050,
704,592,-17.3356000000371,28.171799999266,Canarias,La Gomera,Vallehermoso,El Trigo,El Trigo (Vallehermoso),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,n,Oleaje fuerte,s,n,n,no permitido,s,n,Playa de rocas y arena,n,300 metros,25 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,Calle Honduras,Acceso exclusivo a pie (difícil),s,,Hospital Nuestra Señora de Guadalupe,67 km,n,no permitido,38050,
705,593,-17.3343000003787,28.1635999989948,Canarias,La Gomera,Vallehermoso,Alojera,Alojera (Vallehermoso),4.75,Medio,n,n,n,s,s,s,s,n,n,n,n,n,Oleaje moderado y con viento,n,n,n,no permitido,s,n,Playa de rocas y arena oscura,n,300 metros,25 metros,n,n,Entorno semiurbano,s,Paseo marítimo,n,Semiurbana,s,n,n,n,n,n,n,Calle San Borondón,Acceso en coche y a pie (fácil),s,,Hospital Nuestra Señora de Guadalupe,66 km,n,no permitido,38050,
706,594,-17.3237000004003,28.0794999992073,Canarias,La Gomera,Vallehermoso,Argaga,Argaga (Vallehermoso),1.5,Bajo,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,s,n,n,no permitido,s,n,Playa de rocas,n,350 metros,30 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,Calle Finca Argaga,Acceso en coche y a pie (fácil),n,,Hospital Nuestra Señora de Guadalupe,71 km,n,no permitido,38050,
707,595,-17.3197000000695,28.0747999989081,Canarias,La Gomera,Vallehermoso,Las Arenas,Las Arenas (Vallehermoso),0,Medio,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena oscura,n,300 metros,20 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,Carretera General Valle Gran Rey,Acceso exclusivo en barco,s,,Hospital Nuestra Señora de Guadalupe,71 km,n,no permitido,38050,
708,596,-17.2983999996554,28.0501999988844,Canarias,La Gomera,Vallehermoso,La Rajita,La Rajita (Vallehermoso),1.5,Bajo,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,s,n,n,no permitido,s,n,Playa de rocas,n,500 metros,25 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,Calle de La Rajita,Acceso en coche y a pie (fácil),s,,Hospital Nuestra Señora de Guadalupe,61 km,n,no permitido,38050,
489,597,-17.9798999998744,27.6407999990831,Canarias,El Hierro,El Pinar de El Hierro,La Restinga,La Restinga (El Pinar de El Hierro),7.50,Medio,s,s,n,s,s,s,s,s,s,n,s,n,Aguas tranquilas,n,s,n,no permitido,s,n,Playa de piedras y arena oscura,n,50 metros,10 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Semiurbana,s,s,n,s,s,n,n,Carretera a la Restinga,Acceso exclusivo a pie (fácil),s,,Hospital Insular del Hierro,40 km,s,parcial,38901,
490,601,-18.1218000003814,27.7666999995346,Canarias,El Hierro,Frontera,Arenas Blancas,Arenas Blancas (Frontera),1.5,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas y arena clara,n,50 metros,10 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,Carretera al Verodal,Acceso en coche y a pie (fácil),n,,Hospital Insular del Hierro,58 km,n,no permitido,38013,
491,602,-18.151200000118,27.7470999995961,Canarias,El Hierro,Frontera,El Verodal,El Verodal (Frontera),4.35,Bajo,n,n,n,s,n,n,n,n,s,n,s,n,Oleaje fuerte,s,n,n,no permitido,s,n,Playa de piedras,n,150 metros,10 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,Carretera al Verodal,Acceso en coche y a pie (fácil),n,,Hospital Insular del Hierro,60 km,n,no permitido,38013,
492,603,-18.0990000002923,27.7562999996088,Canarias,El Hierro,Frontera,Charco Azul / Sabinosa,Charco Azul / Sabinosa (Frontera),1.75,Bajo,n,n,n,s,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas,n,30 metros,30 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,Carretera a Sabinosa,Acceso exclusivo a pie (fácil),n,Acceso exclusivo a pie,Hospital Insular del Hierro,50 km,n,no permitido,38013,
709,604,-18.0403999999374,27.7615999995066,Canarias,El Hierro,Frontera,Charco Azul / Los Llanillos,Charco Azul / Los Llanillos (Frontera),2.75,Bajo,n,n,n,s,n,n,n,n,s,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas,n,8 metros,3 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,Carretera a los Llanillos,Acceso exclusivo a pie (fácil),n,Acceso exclusivo a pie,Hospital Insular del Hierro,50 km,n,no permitido,38013,
710,605,-18.0118999998261,27.7845999995044,Canarias,El Hierro,Frontera,Charco de los Sargos,Charco de los Sargos (Frontera),2.6,Bajo,n,n,n,s,s,n,n,n,n,n,s,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas,n,20 metros,10 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,Carretera al Charco,Acceso exclusivo a pie (fácil),n,Acceso exclusivo a pie,Hospital Insular del Hierro,50 km,n,no permitido,38013,
711,606,-18.0092000000519,27.7857999993094,Canarias,El Hierro,Frontera,La Maceta,La Maceta (Frontera),7.10,Medio,n,s,n,s,s,s,s,n,s,n,s,n,Oleaje fuerte,n,n,n,no permitido,s,n,Playa de rocas,n,40 metros,20 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,Carretera a la Maceta,Acceso en coche y a pie (fácil),s,,Hospital Insular del Hierro,50 km,n,no permitido,38013,
712,607,-17.9925999995773,27.7956999989649,Canarias,El Hierro,Frontera,Punta Grande,Punta Grande (Frontera),4.35,Bajo,n,n,n,s,n,n,n,n,s,n,s,n,Oleaje fuerte,s,n,n,no permitido,s,n,Playa de rocas,n,20 metros,5 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Urbana,n,n,n,n,n,n,n,Carretera a las Puntas,Acceso en coche y a pie (fácil),s,,Hospital Insular del Hierro,50 km,n,no permitido,38013,
713,612,-17.9044999999266,27.7836999993052,Canarias,El Hierro,Valverde,Puerto de la Estaca,Puerto de la Estaca (Valverde),1.75,Bajo,n,n,n,s,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de piedras y rocas,n,600 metros,40 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,s,n,n,s,n,n,n,Carretera al Puerto,Acceso exclusivo a pie (fácil),s,,Hospital Insular del Hierro,11 km,n,no permitido,38048,
714,613,-17.9146000003128,27.7701999991647,Canarias,El Hierro,Valverde,Timijiraque,Timijiraque (Valverde),6.85,Medio,s,n,n,s,n,s,s,n,s,n,s,s,Oleaje moderado,n,s,n,no permitido,n,s,Playa de arena oscura,n,350 metros,20 metros,n,n,Entorno semiurbano,s,Paseo marítimo,n,Semiurbana,s,n,n,n,n,s,n,,Acceso en coche y a pie (fácil),s,,Hospital Insular del Hierro,15 km,n,no permitido,38048,
715,614,-17.957699999835,27.7197999991865,Canarias,El Hierro,Valverde,Las Playas,Las Playas (Valverde),1.5,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas y arena oscura,s,3.500 metros,20 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Insular del Hierro,25 km,n,no permitido,38048,
716,615,-16.7822999996411,28.1273999992393,Canarias,Tenerife,Adeje,Ajabo,Ajabo (Adeje),10.00,Medio,s,s,s,s,s,s,s,s,s,n,s,n,Aguas tranquilas,n,n,n,no permitido,s,n,Playa de rocas y arena oscura,n,100 metros,50 metros,n,n,Entorno semiurbano,s,Paseo marítimo,n,Semiurbana,s,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Quirónsalud Costa Adeje,"11,5 km",n,no permitido,38001,
725,616,-16.7777000001589,28.1218999989824,Canarias,Tenerife,Adeje,Las Galgas / Caleton de Las Galgas,Las Galgas / Caleton de Las Galgas (Adeje),2.85,Bajo,s,n,n,n,n,n,n,n,s,n,s,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de piedras y arena dorada y oscura,n,50 metros,20 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Semiurbana,s,n,n,n,n,n,n,,Acceso exclusivo a pie (fácil),s,,Hospital Quirónsalud Costa Adeje,"10,9 km",n,no permitido,38001,
726,617,-16.7759000000101,28.119699999571,Canarias,Tenerife,Adeje,El Pinque,El Pinque (Adeje),0,Medio,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,n,n,n,no permitido,s,n,Playa de piedras y arena oscura,n,45 metros,20 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Semiurbana,s,n,n,n,n,n,n,,Acceso exclusivo a pie (fácil),s,,Hospital Quirónsalud Costa Adeje,"10,8 km",n,no permitido,38001,
727,618,-16.7744999998943,28.1183999994792,Canarias,Tenerife,Adeje,Las Salinas,Las Salinas (Adeje),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas,n,45 metros,20 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,s,n,n,n,n,n,n,,Acceso exclusivo a pie (fácil),s,,Hospital Quirónsalud Costa Adeje,"10,3 km",n,no permitido,38001,
728,619,-16.7685000002964,28.1137999993081,Canarias,Tenerife,Adeje,El Puertito,El Puertito (Adeje),4.1,Medio,s,n,n,n,s,n,n,n,n,s,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,160 metros,12 metros,n,n,Entorno semiurbano,s,Paseo marítimo,n,Semiurbana,n,n,n,n,s,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Quirónsalud Costa Adeje,"10,7 km",n,no permitido,38001,
729,620,-16.7608999996678,28.1084999989847,Canarias,Tenerife,Adeje,Diego Hernández / Playa Blanca,Diego Hernández / Playa Blanca (Adeje),1.5,Medio,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,n,n,s,permitido,n,s,Playa de arena dorada,n,200 metros,25 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,,Acceso en barco y a pie (fácil),n,,Hospital Quirónsalud Costa Adeje,"6,7 km",n,no permitido,38001,
730,621,-16.7581000003346,28.1054999995383,Canarias,Tenerife,Adeje,Los Morteros,Los Morteros (Adeje),0,Medio,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,n,n,n,no permitido,s,n,Playa de rocas,n,60 metros,10 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,,Acceso en barco y a pie (difícil),n,,Hospital Quirónsalud Costa Adeje,6 km,n,no permitido,38001,
731,622,-16.7555000001195,28.1008999992072,Canarias,Tenerife,Adeje,La Caleta / La Calleja / Callao de La Calleta,La Caleta / La Calleja / Callao de La Calleta (Adeje),2.25,Medio,n,n,n,n,s,n,n,n,n,n,n,n,Aguas tranquilas,n,n,n,no permitido,s,n,Playa de rocas,n,60 metros,20 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Semiurbana,n,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Las Américas,8 km,n,no permitido,38001,
732,623,-16.7433999995679,28.091099998821,Canarias,Tenerife,Adeje,El Duque,El Duque (Adeje),9.00,Alto,s,s,s,s,s,s,s,s,n,n,s,n,Aguas tranquilas,n,s,n,no permitido,n,s,Playa de arena dorada,n,390 metros,60 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,s,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Quirónsalud Costa Adeje,"3,5 km",n,no permitido,38001,
733,624,-16.7375999999866,28.0866999991387,Canarias,Tenerife,Adeje,Fañabé,Fañabé (Adeje),8.25,Alto,s,s,s,n,s,s,s,s,s,s,s,n,Aguas tranquilas,n,s,n,no permitido,n,s,Playa de arena dorada,n,600 metros,40 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,s,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Quirónsalud Costa Adeje,"2,8 km",n,no permitido,38001,
628,625,-16.7361999998708,28.0820999990398,Canarias,Tenerife,Adeje,Torviscas,Torviscas (Adeje),10.00,Alto,s,s,s,s,s,s,s,s,s,n,s,n,Aguas tranquilas,n,s,n,no permitido,n,s,Playa de arena dorada,n,290 metros,50 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,s,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Quirónsalud Costa Adeje,"1,8 km",n,no permitido,38001,
629,626,-16.732900000047,28.0718999989016,Canarias,Tenerife,Adeje,El Bobo,El Bobo (Adeje),7.75,Alto,s,n,s,s,s,s,s,s,n,s,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena oscura,n,130 metros,50 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,s,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Quirónsalud Costa Adeje,"0,6 km",n,no permitido,38001,
630,627,-16.7353000002455,28.0797999995959,Canarias,Tenerife,Adeje,La Pinta,La Pinta (Adeje),8.75,Alto,s,n,s,s,s,s,s,s,s,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,180 metros,45 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Quirónsalud Costa Adeje,"1,2 km",n,no permitido,38001,
631,628,-16.7331000000635,28.0685999991163,Canarias,Tenerife,Adeje,Troya / Las Américas,Troya / Las Américas (Adeje),10.00,Alto,s,s,s,s,s,s,s,s,s,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena oscura,n,400 metros,55 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,s,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Quirónsalud Costa Adeje,"1,1 km",n,no permitido,38001,
734,629,-16.7571999998109,28.1016999995128,Canarias,Tenerife,Adeje,El Varadero,El Varadero (Adeje),2.6,Bajo,s,n,n,n,s,n,n,n,n,n,s,n,Aguas tranquilas,s,n,n,no permitido,s,n,Playa de rocas y arena dorada,n,25 metros,8 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Semiurbana,n,n,n,n,n,n,n,,Acceso exclusivo a pie (fácil),s,,Hospital Quirónsalud Costa Adeje,"5,5 km",n,no permitido,38001,
735,630,-16.7520999998383,28.0982999990215,Canarias,Tenerife,Adeje,La Enramada / Callao de La Enramada,La Enramada / Callao de La Enramada (Adeje),8.10,Medio,s,s,s,s,s,n,n,n,n,n,s,s,Oleaje moderado,n,n,n,no permitido,s,n,Playa de rocas y arena dorada y oscura,n,325 metros,18 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Semiurbana,s,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Quirónsalud Costa Adeje,"5,1 km",n,no permitido,38001,
736,631,-16.4802000002577,28.0996999994519,Canarias,Tenerife,Arico,El Río / Callao del Rio,El Río / Callao del Rio (Arico),1.5,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de rocas y arena oscura,n,720 metros,32 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Clínica San Eugenio,,n,no permitido,38005,
737,632,-16.4729000001031,28.1070999992771,Canarias,Tenerife,Arico,Callao Hondo,Callao Hondo (Arico),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de piedras y rocas,n,400 metros,16 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,s,n,n,n,n,n,n,,Acceso exclusivo a pie (fácil),s,,Clínica San Eugenio,,n,no permitido,38005,
738,633,-16.4714999999874,28.1087999991483,Canarias,Tenerife,Arico,Tajao,Tajao (Arico),1.85,Medio,n,n,n,s,n,n,n,n,n,n,s,n,Oleaje moderado y con viento,n,n,n,no permitido,s,n,Playa de piedras,n,50 metros,25 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,n,n,s,n,n,n,,Acceso exclusivo a pie (fácil),s,,Clínica San Eugenio,,n,no permitido,38005,
739,634,-16.438800000427,28.1429999994601,Canarias,Tenerife,Arico,Los Abrigos,Los Abrigos (Arico),5.75,Medio,s,n,n,s,n,s,s,n,n,n,n,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,250 metros,38 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Urbana,s,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Universitario Nuestra Señora de Candelaria,42 km,n,no permitido,38005,
740,635,-16.4366999998042,28.1426999991541,Canarias,Tenerife,Arico,Cardones,Cardones (Arico),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,s,n,n,no permitido,n,s,Playa de arena dorada,n,120 metros,36 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,,Acceso exclusivo a pie (fácil),s,,Hospital Universitario Nuestra Señora de Candelaria,42 km,n,no permitido,38005,
741,636,-16.4331000004048,28.1428999994514,Canarias,Tenerife,Arico,Cueva de la Arena,Cueva de la Arena (Arico),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,s,n,s,permitido,s,n,Playa de rocas y arena dorada,n,70 metros,24 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,,Acceso exclusivo a pie (fácil),s,,Hospital Universitario Nuestra Señora de Candelaria,42 km,n,no permitido,38005,
742,637,-16.4321999998811,28.1527999988432,Canarias,Tenerife,Arico,Grande,Grande (Arico),6.10,Medio,s,n,n,s,n,n,n,n,s,n,s,n,Oleaje moderado y con viento,n,n,n,no permitido,n,s,Playa de arena dorada,n,310 metros,62 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,s,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Universitario Nuestra Señora de Candelaria,40 km,n,no permitido,38005,
743,638,-16.4315000002724,28.1641999988623,Canarias,Tenerife,Arico,Poris,Poris (Arico),4.1,Alto,s,n,n,n,n,s,s,n,n,s,s,n,Aguas tranquilas,n,n,n,no permitido,s,n,Playa de piedras y arena oscura,n,110 metros,24 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,n,n,s,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Universitario Nuestra Señora de Candelaria,39 km,n,no permitido,38005,
744,639,-16.427600000399,28.187299999249,Canarias,Tenerife,Arico,El Bonito / El Rincón,El Bonito / El Rincón (Arico),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de piedras y rocas,n,180 metros,18 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,,Acceso exclusivo a pie (difícil),s,,Hospital Universitario Nuestra Señora de Candelaria,37 km,n,no permitido,38005,
745,640,-16.4274999999416,28.1887999991706,Canarias,Tenerife,Arico,El Sombrerito,El Sombrerito (Arico),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de piedras y rocas,n,100 metros,14 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,,Acceso exclusivo a pie (difícil),s,,Hospital Universitario Nuestra Señora de Candelaria,37 km,n,no permitido,38005,
746,641,-16.4250999997431,28.1917999992145,Canarias,Tenerife,Arico,Aguadulce / Playa de Las Carretas,Aguadulce / Playa de Las Carretas (Arico),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,s,n,Playa de piedras y rocas,n,110 metros,18 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,,Acceso exclusivo a pie (difícil),s,,Hospital Universitario Nuestra Señora de Candelaria,36 km,n,no permitido,38005,
747,642,-16.7327000000304,28.0637999990893,Canarias,Tenerife,Arona,Troya,Troya (Arona),4.75,Alto,s,n,s,n,s,s,n,s,s,n,s,n,Aguas tranquilas,n,n,n,no permitido,s,n,Playa de rocas y arena dorada,n,650 metros,20 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,s,n,n,n,s,n,,Acceso exclusivo a pie (fácil),s,,Hospital Las Américas,"0,5 km",n,no permitido,38006,
