direccion,mun_clean,codigo_postal,provincia,gasolina_95,gasolina_98,diesel,diesel_premium,lon,lat,rotulo,horario,ultimo_dato
"Calle Sant Adria, 81",Barcelona,08030,Barcelona,1.859,1.989,1.669,1.719,2.201472,41.435833,REPSOL,L-S: 06:00-22:00; D: 07:00-15:00,2023-08-30 10:57
"Calle Sant Galderich, 14",Sant Pol De Mar,08395,Barcelona,1.859,NA,1.669,1.739,2.604917,41.607944,GALP,L-D: 05:30-22:30,2023-08-31 19:33
"Calle Sant Ignasi, 68",Palma,07008,Balears (Illes),1.819,1.979,1.729,1.809,2.675944,39.574389,REPSOL,L-V: 07:00-20:00; S: 07:00-14:00,2023-09-01 00:00
"Calle Sant Juan Bosco, 44",Deltebre,43580,Tarragona,1.799,1.959,1.629,1.689,0.745222,40.715556,REPSOL,L: 06:00-22:00,2023-09-01 00:00
"Calle Sant Rafael, 7",Gandia,46700,Valencia / València,1.859,NA,1.729,NA,-0.184139,38.966528,REPSOL,L-D: 24H,2023-08-31 09:48
"Calle Sant Sebastià, 41",Caldes De Malavella,17455,Girona,1.649,NA,1.539,NA,2.799389,41.836556,OILAREA,L-D: 24H,2023-08-30 01:42
"Calle Santa Alodia, 4",Orihuela,03189,Alicante,1.629,NA,1.499,NA,-0.721889,37.937139,PLENOIL,L-D: 24H,2023-08-31 03:00
"Calle Santa Amelia, 20",San Cristóbal De La Laguna,38108,Santa Cruz De Tenerife,1.168,1.224,1.138,1.199,-16.296028,28.451278,OCÉANO TACO,L-D: 24H,2023-08-31 10:17
"Calle Santa Ana, 115",Cerdanyola Del Vallès,08193,Barcelona,1.569,NA,1.429,NA,2.128028,41.500472,BALLENOIL,L-D: 24H,2023-08-31 11:00
"Calle Santa Apolonia, 161",Avilés,33400,Asturias,1.799,NA,1.719,1.819,-5.902833,43.538111,REPSOL,L-V: 08:00-20:00; S-D: 10:00-19:00,2023-09-01 00:00
"Calle Santa Catalina, 6",Murcia,30151,Murcia,1.639,NA,1.539,NA,-1.132389,37.946389,PLENOIL,L-D: 24H,2023-08-31 03:00
"Calle Santa Cruz, 16",Valdeganga,02150,Albacete,1.661,NA,1.586,NA,-1.680944,39.137222,NO HAY,L-D: 24H,2023-08-29 14:16
"Calle Santa Cruz, 4",Camas,41900,Sevilla,1.659,NA,1.499,1.519,-6.036389,37.418000,BALLENOIL,L-D: 24H,2023-08-31 11:31
"Calle Santa Engracia, 82",Madrid,28010,Madrid,1.799,1.959,1.669,1.729,-3.699667,40.437528,REPSOL,L-X: 07:00-23:00; J: 07:00-23:59; V-S: 00:00-23:59; D: 00:00-23:00,2023-09-01 00:00
"Calle Santa Eugenia, 122",Girona,17006,Girona,1.819,1.979,1.659,1.719,2.808500,41.978056,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Santa Eulalia, 27",L'hospitalet De Llobregat,08902,Barcelona,1.859,2.019,1.659,1.739,2.130083,41.367639,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Santa Genoveva, 26",Madrid,28017,Madrid,1.809,NA,1.695,1.761,-3.648806,40.424306,CEPSA,L-S: 07:00-21:00,2023-09-01 00:00
"Calle Santa Lucia, S/N",La Puebla De Montalbán,45516,Toledo,1.769,1.899,1.699,1.699,-4.359528,39.858944,REPSOL,L-D: 06:30-21:45,2023-08-31 10:15
"Calle Santa Maria, 13",Aribe,31671,Navarra,1.900,NA,1.770,NA,-1.265667,42.945722,PETRONOR,L-D: 08:00-21:00,2023-08-29 11:54
"Calle Santa Rosa, 49",Cerdanyola Del Vallès,08290,Barcelona,1.839,NA,1.699,1.785,2.131139,41.485306,CEPSA,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Santalaitz Kalea, 3",Bergara,20570,Gipuzkoa,1.677,NA,1.497,NA,-2.423028,43.123417,PLENOIL,L-D: 24H,2023-08-31 03:00
"Calle Santander, 27",Castro-Urdiales,39700,Cantabria,1.809,NA,1.709,NA,-3.220833,43.383583,REPSOL,L-S: 08:00-21:00,2023-09-01 00:00
"Calle Santiago Lopez Gonzalez, 17",Valladolid,47016,Valladolid,1.605,NA,1.439,1.495,-4.769028,41.628278,LA ESTRELLA DE QATAR,L-D: 06:00-23:59,2023-08-30 15:01
"Calle Santiago Lopez Gonzalez, 3",Valladolid,47197,Valladolid,1.603,NA,1.437,1.447,-4.766556,41.626083,BALLENOIL,L-D: 24H,2023-08-31 11:00
"Calle Santiago Ramon Y Cajal, 35",Elche/Elx,03203,Alicante,1.757,1.883,1.651,1.741,-0.614861,38.296528,CONFORT AUTO,L-V: 06:00-22:00; S: 07:00-14:00,2023-08-30 13:50
"Calle Santiago-La Llanada, 1",Cartes,39311,Cantabria,1.649,NA,1.479,NA,-4.066194,43.333194,PLENOIL,L-D: 24H,2023-08-31 14:00
"Calle Santiago-La Llanada, 6",Cartes,39311,Cantabria,1.619,NA,1.449,NA,-4.066556,43.332889,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Santo Domingo, 1",Aracena,21200,Huelva,1.755,NA,1.675,NA,-6.558750,37.888667,ASB ENERGIA,L-D: 24H,2023-08-29 10:52
"Calle Santo Domingo, 10",Madrid,28000,Madrid,1.794,1.934,1.689,1.769,-3.679083,40.508056,SHELL,L-D: 24H,2023-08-31 15:00
"Calle Santo Domingo, 14",La Muela,50196,Zaragoza,1.749,NA,1.649,NA,-1.067556,41.616861,BOLA,L-D: 00:00-23:59,2023-08-30 08:29
"Calle Santo Domingo, 3",Motril,18600,Granada,1.669,NA,1.549,NA,-3.511528,36.736972,MINIOIL,L-D: 24H,2023-08-29 13:44
"Calle Santo Tomas Urbaniz. La Leala Parcela 3 Y 4, 3",Benalmádena,29630,Málaga,1.597,NA,1.455,NA,-4.530500,36.605806,BALLENOIL,L-D: 24H,2023-09-01 04:00
"Calle Sarasate, 1",Majadahonda,28220,Madrid,1.814,1.946,1.709,1.785,-3.856806,40.451000,CEPSA RELAMPAGO,L-D: 07:00-23:00,2023-09-01 00:00
"Calle Sebastian Feringan, S/N",Cartagena,30205,Murcia,1.718,1.848,1.618,1.678,-1.000722,37.615750,SHELL,L-D: 24H,2023-08-31 08:52
"Calle Secoya, 12",Madrid,28044,Madrid,1.619,NA,1.509,NA,-3.743639,40.370694,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Secoya, 28",Madrid,28044,Madrid,1.649,NA,NA,1.611,-3.747278,40.369139,SCAT,L-D: 24H,2023-08-30 11:44
"Calle Sector Mas Dorca, 2",L'ametlla Del Vallès,08480,Barcelona,1.659,NA,1.529,1.589,2.268028,41.643500,PETROLIS INDEPENDENTS - PETRO7,L-D: 24H,2023-08-30 11:17
"Calle Secundino Alonso, 26",Puerto Del Rosario,35600,Palmas (Las),1.389,1.489,1.315,1.431,-13.861806,28.498417,DISA SECUNDINO ALONSO,L-D: 06:00-22:00,2023-08-31 16:42
"Calle Segarra Ribes, S/N",Castelló De La Plana,12005,Castellón / Castelló,1.829,1.971,1.699,1.789,-0.034917,39.981000,BP FADRELL,L-D: 06:00-22:00,2023-08-29 12:32
"Calle Segovia C/V A Paseo Virgen Del Puerto, S/N",Madrid,28005,Madrid,1.869,NA,1.749,1.830,-3.721472,40.413778,CEPSA,L-V: 07:00-22:00; S: 08:00-22:00; D: 09:00-21:00,2023-08-30 00:26
"Calle Segunda, 9",Carbajosa De La Sagrada,37188,Salamanca,1.749,1.909,1.719,1.819,-5.655556,40.939694,REPSOL,L-D: 24H,2023-09-01 00:00
"Calle Seis Mercamadrid, 16",Madrid,28031,Madrid,1.679,NA,1.579,NA,-3.669306,40.356056,BDMED,L-D: 24H,2023-08-31 10:39
"Calle Senija, 2",Elche/Elx,03206,Alicante,1.629,NA,1.499,NA,-0.712472,38.282583,BALLENOIL,L-D: 24H,2023-08-31 15:55
"Calle Sequia Segon Braç, 14",Massanassa,46470,Valencia / València,1.627,NA,1.487,NA,-0.392194,39.410806,BARATOIL,L-D: 24H,2023-08-30 22:54
"Calle Sequia, Segon Brac Parcela, 52",Massanassa,46470,Valencia / València,1.628,1.728,1.488,NA,-0.388000,39.410444,COOP.+SAN+PEDRO,L-D: 24H,2023-08-31 14:33
"Calle Seriñana, 18",Cadaqués,17488,Girona,1.829,1.989,1.639,1.699,3.276167,42.290083,REPSOL,L: 07:00-21:00,2023-09-01 00:00
"Calle Serrano, 197",Madrid,28002,Madrid,1.799,1.959,1.679,1.739,-3.682194,40.451472,REPSOL,L-D: 24H,2023-09-01 00:00
"Calle Serreria, 19",València,46022,Valencia / València,1.709,1.849,1.589,1.669,-0.337222,39.463556,SHELL,L-D: 24H,2023-08-31 14:00
"Calle Seseña, 40",Madrid,28024,Madrid,1.799,1.969,1.659,1.719,-3.764917,40.397444,STAR PETROLEUM,L-D: 24H,2023-08-31 15:00
"Calle Severo Ochoa Esquina Calle Julio Palacios, S/N",Leganés,28914,Madrid,1.759,1.899,1.589,1.669,-3.749333,40.320611,SHELL,L-S: 08:00-19:00; D: 09:00-18:00,2023-08-31 14:00
"Calle Severo Ochoa, 0",A Coruña,15008,Coruña (A),1.609,NA,1.439,NA,-8.425083,43.351500,PLENOIL,L-D: 24H,2023-08-30 02:00
"Calle Severo Ochoa, 23",Chiclana De La Frontera,11130,Cádiz,1.699,NA,1.599,NA,-6.154194,36.426583,CLC CALIDAD LOW COST,L-D: 24H,2023-08-31 10:59
"Calle Severo Ochoa, 27",A Coruña,15008,Coruña (A),1.609,NA,1.439,NA,-8.426889,43.350972,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Severo Ochoa, 36",Gijón,33210,Asturias,1.809,1.941,1.709,1.809,-5.675944,43.527167,CEPSA,L-D: 06:00-22:00,2023-09-01 06:00
"Calle Severo Ochoa, Sn",Rivas-Vaciamadrid,28522,Madrid,1.779,NA,1.639,NA,-3.532639,40.336806,AVIA,L-D: 24H,2023-08-31 16:28
"Calle Sevilla, 82",Carmona,41410,Sevilla,1.729,1.889,1.665,1.765,-5.650389,37.467389,REPSOL,L-V: 06:00-21:00; S: 06:00-20:00; D: 08:00-20:00,2023-09-01 00:00
"Calle Señor De La Expiración, S/N",Lanjarón,18420,Granada,1.766,1.869,1.679,1.738,-3.473056,36.920667,REPSOL,L: 06:00-22:00,2023-08-30 14:34
"Calle Shakespeare, 1",Telde,35220,Palmas (Las),1.274,1.394,1.264,1.399,-15.390083,28.009833,CEPSA,L-D: 24H,2023-09-01 00:00
"Calle Sidra, 4",Benalmádena,29631,Málaga,1.667,NA,1.527,1.567,-4.533167,36.606361,PETROMARKT,L-D: 24H,2023-08-31 15:16
"Calle Sierra   Atalaya, 6",Viator,04240,Almería,1.629,NA,1.519,NA,-2.422972,36.879306,ENERGY CARBURANTES,L-D: 06:30-22:30,2023-08-29 14:50
"Calle Sierra De Atalaya, 2",El Ejido,04700,Almería,1.559,NA,1.457,NA,-2.794083,36.776889,PLENOIL,L-D: 24H,2023-08-31 13:00
"Calle Sierra De Cazorla, 23 (P.i. La Juaida), 23",Viator,04240,Almería,1.779,1.929,1.719,1.789,-2.419472,36.884611,REPSOL,L-D: 06:00-22:00,2023-08-30 09:55
"Calle Sierra De La Demanda, 2",Madrid,28031,Madrid,1.689,1.909,1.699,1.789,-3.633750,40.370111,BP MAYORAZGO 365,L-D: 24H,2023-09-01 00:00
"Calle Sierra Pambley, 29",Villablino,24100,León,1.799,1.919,1.669,1.749,-6.313667,42.939611,AVIA,L-D: 06:00-22:00,2023-09-01 07:44
"Calle Sierra Parque Sierra Castril, S/N",Sevilla,41008,Sevilla,1.779,NA,1.699,1.739,-5.975028,37.417806,CARREFOUR,L-D: 24H,2023-08-31 10:41
"Calle Simon Bolivar, 7",Benavente,49600,Zamora,NA,NA,1.589,NA,-5.663167,42.006944,TRANSFRIO,L-D: 24H,2023-08-29 00:49
"Calle Simon Bolivar, S/N",Benavente,49600,Zamora,1.758,NA,1.628,1.668,-5.662333,42.007500,STAROIL,L-D: 24H,2023-09-01 06:00
"Calle Simon Carpintero, 29",Córdoba,14014,Córdoba,1.749,NA,1.659,1.719,-4.718139,37.906667,REPSOL,L-V: 06:00-22:00; S-D: 07:00-14:00,2023-09-01 00:00
"Calle Simon Hernandez (De), 73",Móstoles,28936,Madrid,1.619,NA,1.459,NA,-3.846278,40.315389,BEROIL,L-D: 24H,2023-08-29 15:20
"Calle Simon Hernandez, 75",Móstoles,28936,Madrid,1.627,NA,1.467,NA,-3.845250,40.315306,E.S. TERUGAS,L-D: 24H,2023-08-31 12:34
"Calle Sinesio Delgado, 15",Madrid,28029,Madrid,1.809,1.929,1.699,1.769,-3.701361,40.473722,GALP,L-D: 24H,2023-09-01 06:09
"Calle Sinfonia, 9",Madrid,28054,Madrid,1.679,NA,1.569,1.589,-3.776889,40.374056,BALLENOIL,L-D: 24H,2023-08-31 11:31
"Calle Socuellamos, 92",Tomelloso,13700,Ciudad Real,1.729,1.849,1.679,1.749,-3.016139,39.163694,REPSOL,L-V: 05:00-22:00; S-D: 06:00-22:00,2023-09-01 00:00
"Calle Sodales, S/N",Fortuna,30620,Murcia,1.589,1.719,1.459,1.499,-1.124111,38.150722,E.S. PREMIER,L-D: 24H,2023-08-29 21:10
"Calle Sofia, 36",Madrid,28022,Madrid,1.629,NA,1.549,NA,-3.600417,40.426833,BEROIL LAS ROSAS,L-D: 24H,2023-08-29 15:19
"Calle Sofre, 5",Tarragona,43006,Tarragona,NA,NA,NA,NA,1.221806,41.138500,HAM BIONET,L-V: 06:00-22:00; S: 07:00-15:00,2023-08-29 11:15
"Calle Sol (La Estrella), 4",Molina De Segura,30500,Murcia,1.585,NA,1.457,1.568,-1.220417,38.085694,APELLAN,L-V: 06:00-23:00; S-D: 07:30-22:00,2023-08-31 18:54
"Calle Sol (Poligono La Estrella), 10",Molina De Segura,30500,Murcia,NA,NA,1.445,NA,-1.221417,38.088722,CAPITRANS,L-D: 24H,2023-08-31 18:58
"Calle Solana De La, 17",Torrejón De Ardoz,28850,Madrid,1.639,1.829,1.509,1.539,-3.467361,40.454861,PETROKAL,L-S: 06:00-23:00; D: 08:00-22:00,2023-08-31 17:20
"Calle Solana, 56",Torrejón De Ardoz,28850,Madrid,1.609,NA,1.479,NA,-3.461778,40.455806,STORE FUEL,L-D: 24H,2023-08-31 17:21
"Calle Soledad Vega Y Ortiz S/N (Ex-203 Km 47,8)",Jarandilla De La Vera,10450,Cáceres,1.779,1.919,1.689,1.749,-5.662944,40.130417,CEPSA,L-D: 07:00-22:00,2023-08-29 14:49
"Calle Sor Angela De La Cruz, 85",Osuna,41640,Sevilla,1.529,NA,1.379,NA,-5.113694,37.237944,VOLAROIL,L-D: 24H,2023-08-31 09:30
"Calle Sor Angela De La Cruz, 91",Osuna,41640,Sevilla,1.559,NA,1.419,NA,-5.114944,37.237556,PLENOIL,L-D: 24H,2023-08-31 14:00
"Calle Sorolla, 33",Ripoll,17500,Girona,1.789,1.899,1.639,1.699,2.207250,42.214389,RUTA DEL FERRO E.S.,L-D: 06:00-22:00,2023-08-31 18:10
"Calle Sta Coloma, 71",Girona,17005,Girona,1.829,1.961,1.655,1.735,2.806306,41.963167,CEPSA,L-S: 06:00-21:00,2023-09-01 00:00
"Calle Suarez Franchy, 26",Arucas,35400,Palmas (Las),1.309,1.419,1.279,NA,-15.524583,28.117889,SHELL NUEVA ARUCAS,L-D: 06:00-22:00,2023-08-30 14:59
"Calle Suarez Franchy, 26",Arucas,35400,Palmas (Las),1.309,1.419,1.279,NA,-15.524611,28.117889,DISA ARUCAS,L-D: 06:00-22:00,2023-08-30 14:59
"Calle Tajo, 28",Barcelona,08032,Barcelona,1.849,1.979,1.649,NA,2.161389,41.429722,GALP,L-D: 24H,2023-09-01 06:02
"Calle Tambora, 4",Velilla De San Antonio,28891,Madrid,NA,NA,NA,NA,-3.469556,40.345889,HAM,L-D: 24H,2023-08-29 11:15
"Calle Tarragona, 15-19 Esq.calle Balmes, 15",Ripollet,08291,Barcelona,1.804,NA,1.664,1.734,2.155556,41.494972,GALP,L-D: 06:00-22:00,2023-08-31 19:33
"Calle Tarragona, 29",Gavà,08850,Barcelona,1.769,NA,1.699,1.749,2.013639,41.296861,REPSOL,L-S: 05:30-21:30,2023-08-30 23:01
"Calle Tarragona, 33",La Sénia,43560,Tarragona,1.809,1.929,1.639,1.699,0.284361,40.634667,PETRONOR,L-D: 24H,2023-09-01 00:00
"Calle Taulat 15 Esquina Ciudad De Granada,",Barcelona,08005,Barcelona,1.619,1.779,1.539,NA,2.201083,41.396250,Q8,L-D: 24H,2023-08-31 15:45
"Calle Teide, 8",Valladolid,47008,Valladolid,1.619,1.750,1.449,1.500,-4.717611,41.619972,LA ESTRELLA DE QATAR,L-D: 06:00-00:00,2023-08-31 09:54
"Calle Tejar, 69",Torrijos,45500,Toledo,1.689,NA,1.609,NA,-4.280167,39.989778,AVIA,L-D: 24H,2023-08-31 08:00
"Calle Telleria - Poligono Industrial Labegaraieta, Parcela P4 B, 16",Bergara,20570,Gipuzkoa,1.809,NA,1.715,1.795,-2.420611,43.105083,CEPSA,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Tembleque, 24",Villanueva De Bogas,45410,Toledo,1.610,NA,1.470,NA,-3.654750,39.722556,PETROBOGAS,L-D: 24H,2023-08-29 14:11
"Calle Tenderete, S/N",Arrecife,35500,Palmas (Las),1.389,1.499,1.349,1.439,-13.562361,28.974833,REPSOL,L-D: 24H,2023-08-29 16:50
"Calle Teniente Flomesta, 86",Calasparra,30420,Murcia,1.749,1.891,1.659,1.749,-1.700306,38.234972,BP,L: 06:00-22:00,2023-09-01 00:01
"Calle Teniente General Chamorro, 114",Martos,23600,Jaén,1.769,1.889,1.639,1.699,-3.974889,37.727167,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Tenorio, 1",Cotobade,36120,Pontevedra,1.809,1.941,1.725,1.809,-8.570861,42.453500,15909,L-S: 07:00-22:30; D: 08:00-22:30,2023-08-31 09:46
"Calle Teresa De Calcuta, S/N",Puerto Real,11510,Cádiz,1.739,NA,1.669,1.735,-6.193028,36.531111,CEPSA,L-V: 07:00-22:00; S-D: 08:00-22:00,2023-08-30 12:11
"Calle Terminal De Zaisa-Behobia, S/N (Ctra. Nac.1), 484",Irun,20305,Gipuzkoa,1.819,NA,1.679,1.769,-1.754111,43.341111,REPSOL,L-D: 24H,2023-09-01 06:00
"Calle Teruel, 2",Lucena,14900,Córdoba,1.667,NA,1.523,NA,-4.499972,37.380944,ECONOIL,L-D: 24H,2023-08-31 09:17
"Calle Tetuan, S/N",Gandia,46700,Valencia / València,1.744,NA,1.634,1.694,-0.177556,38.960667,GALP,L-D: 06:00-22:00,2023-08-31 19:33
"Calle Textil, 3",Navarcles,08270,Barcelona,1.605,NA,1.495,1.555,1.912583,41.751250,PETRO7,L-D: 24H,2023-08-30 11:23
"Calle Tiburcio, 98",Daimiel,13250,Ciudad Real,1.729,1.849,1.629,1.689,-3.618194,39.062222,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Tilo, 54",Illescas,45200,Toledo,1.629,NA,1.447,NA,-3.836000,40.135111,BALLENOIL,L-D: 24H,2023-08-31 21:48
"Calle Toledo, 40",Parla,28983,Madrid,1.639,NA,1.472,NA,-3.778083,40.228694,PLENOIL,L-D: 24H,2023-08-31 19:29
"Calle Toledo, 50",Guadalajara,19002,Guadalajara,1.749,1.881,1.659,1.739,-3.158972,40.622333,CEPSA,L-D: 24H,2023-09-01 06:00
"Calle Toledo,, 50",Porzuna,13120,Ciudad Real,1.759,1.849,1.679,1.739,-4.162472,39.153139,REPSOL,L-S: 07:00-22:00; D: 08:00-15:00,2023-08-29 00:15
"Calle Tomas Paredes, 6",Vigo,36208,Pontevedra,1.789,1.919,1.679,1.749,-8.753444,42.221694,GALP,L-D: 07:00-23:00,2023-08-31 19:33
"Calle Tomas Redondo, 10",Madrid,28033,Madrid,1.809,1.949,1.699,1.779,-3.627917,40.470083,SHELL,L-D: 24H,2023-08-31 14:00
"Calle Tomas Viladomiu, 15",Sallent,08650,Barcelona,NA,NA,1.489,1.519,1.898250,41.812417,PETROMIRALLES,L-D: 24H,2023-08-31 14:00
"Calle Tomelloso, 12",Ciudad Real,13005,Ciudad Real,1.619,NA,1.469,NA,-3.932167,38.973556,PLENOIL,L: 24H,2023-08-31 14:00
"Calle Tomillo Del, 4",Colmenar Viejo,28770,Madrid,1.577,NA,1.479,NA,-3.758750,40.657583,BALLENOIL,L-D: 24H,2023-08-31 19:03
"Calle Torneo, 70",Sevilla,41002,Sevilla,1.822,1.942,1.737,1.819,-6.002472,37.394861,REPSOL,L-D: 24H,2023-08-31 13:35
"Calle Torralba Del Pinar, 16",Castelló De La Plana,12003,Castellón / Castelló,1.819,NA,1.679,1.779,-0.018583,39.981861,CEPSA,L-D: 24H,2023-09-01 00:00
"Calle Torre Vedruna, S/N",Girona,17005,Girona,1.589,NA,1.499,NA,2.800278,41.962500,GM OIL,L-D: 24H,2023-08-30 17:29
"Calle Torrelaguna, 78",Fuente El Saz De Jarama,28140,Madrid,1.799,1.949,1.689,1.739,-3.509694,40.641667,REPSOL,L-D: 06:00-23:00,2023-09-01 00:00
"Calle Torrenueva, 1",Ciudad Real,13005,Ciudad Real,1.599,NA,1.439,NA,-3.927500,38.970000,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Torres Jordi (De), 1",Tarragona,43005,Tarragona,1.829,1.979,1.679,1.749,1.238611,41.112694,REPSOL,L-D: 24H,2023-08-31 16:39
"Calle Torres Quevedo, 2",Móstoles,28936,Madrid,1.627,NA,1.467,NA,-3.849333,40.316889,PLENOIL,L-D: 24H,2023-08-30 02:00
"Calle Torres Quevedo, 6",Móstoles,28936,Madrid,1.629,NA,1.469,NA,-3.847500,40.317194,PETROL MÓSTOLES,L-D: 24H,2023-08-30 13:54
"Calle Torroella, 25",Palafrugell,17200,Girona,1.565,NA,1.472,NA,3.157222,41.917389,ZONA ZERO,L-D: 24H,2023-08-30 01:30
"Calle Tous, S/N",Alberic,46260,Valencia / València,1.829,1.939,1.709,NA,-0.528528,39.119222,EXOIL ALBERIC,L-D: 06:00-22:00,2023-08-29 12:28
"Calle Trafalgar, 18",Guadalajara,19004,Guadalajara,1.614,NA,1.479,NA,-3.187556,40.626778,SHELL,L-D: 24H,2023-08-31 13:30
"Calle Trafalgar, 22",Guadalajara,19001,Guadalajara,1.599,NA,1.479,1.499,-3.189639,40.626417,BALLENOIL,L-D: 24H,2023-08-31 11:00
"Calle Traginers Dels, 2",València,46014,Valencia / València,1.839,1.959,1.699,1.759,-0.406444,39.462639,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Trajano, 8",Belmez,14240,Córdoba,1.729,NA,1.629,1.689,-5.205694,38.272444,REPSOL,L-V: 07:00-15:00 y 17:00-21:00; S: 07:00-15:00,2023-09-01 00:00
"Calle Trajiners, Sn",Sa Pobla,07420,Balears (Illes),1.859,NA,1.749,1.833,3.016944,39.771472,CEPSA,L-S: 06:00-21:00,2023-09-01 00:00
"Calle Tramuntana, 11",Carlet,46240,Valencia / València,1.759,NA,1.659,NA,-0.489417,39.233472,VALCARCE,L-D: 05:00-01:00,2023-08-31 21:52
"Calle Tramuntana, S/N",Palma,07610,Balears (Illes),1.849,2.009,1.739,1.819,2.719972,39.536722,BP,L-D: 24H,2023-08-30 06:00
"Calle Transportistas, S/N",Lepe,21440,Huelva,1.799,NA,1.689,NA,-7.194194,37.269000,REPSOL,L-D: 06:00-23:00,2023-08-31 09:55
"Calle Tratado De Paris, 6",Iruña Oka/Iruña De Oca,01230,Araba/Álava,1.629,NA,1.499,NA,-2.772250,42.823778,EUROCAM,L-D: 24H,2023-08-31 00:05
"Calle Travesera De Albaida, 14",El Real De Gandia,46727,Valencia / València,1.835,1.939,1.699,1.785,-0.193139,38.953389,BP,L-D: 06:00-22:00,2023-08-31 00:01
"Calle Travessera D'albaida, 62",El Real De Gandia,46727,Valencia / València,1.739,NA,1.619,NA,-0.199250,38.944583,EXOIL EXPRESS,L-D: 06:00-22:00,2023-08-29 12:24
"Calle Treinta De Mayo, 3",Breña Alta,38710,Santa Cruz De Tenerife,1.590,1.685,1.504,NA,-17.787028,28.665667,DISA,L-S: 07:00-22:00; D: 08:00-14:00,2023-08-29 11:29
"Calle Tres Rieres, S/N. Nave 9, 9",Esparreguera,08292,Barcelona,1.709,NA,1.609,NA,1.876944,41.526417,NIEVES,L-D: 24H,2023-08-31 12:00
"Calle Tuejar, 22",L'eliana,46183,Valencia / València,1.679,NA,1.529,NA,-0.523972,39.576306,OPTYME SELF SYSTEM,L-D: 24H,2023-08-30 02:50
"Calle Tuejar, 39",L'eliana,46183,Valencia / València,1.809,1.959,1.689,1.729,-0.530861,39.576917,CARREFOUR,L-D: 24H,2023-08-31 10:41
"Calle Tuejar, S/N",L'eliana,46183,Valencia / València,1.679,NA,1.529,NA,-0.520444,39.574583,GASEXPRESS,L-D: 24H,2023-08-29 13:59
"Calle Tuicides, 14",Málaga,29004,Málaga,1.639,NA,1.579,1.679,-4.461917,36.691611,GALP,L-D: 06:00-22:00,2023-08-31 19:34
"Calle Turia Del, 2",Cullera,46400,Valencia / València,1.709,NA,1.569,NA,-0.261639,39.177833,GASEXPRESS,L-D: 24H,2023-08-30 14:30
"Calle Turo D'en Bruguet, 2",Granollers,08400,Barcelona,1.577,NA,1.485,NA,2.296306,41.600278,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Turquesa, 71",Valladolid,47012,Valladolid,1.619,NA,1.449,1.500,-4.696694,41.620750,LA ESTRELLA DE QATAR,L-D: 24H,2023-08-31 09:53
"Calle Txikierdi, 7",Usurbil,20170,Gipuzkoa,1.759,1.859,1.669,1.729,-2.022194,43.276889,EROSKI,L-S: 07:00-22:30; D: 10:00-21:00,2023-09-01 08:10
"Calle Ubegun Industrigunea, 1",Aia,20809,Gipuzkoa,1.679,NA,1.549,NA,-2.129028,43.274111,PETROPRIX,L-D: 24H,2023-09-01 02:12
"Calle Ue Sector St-1, 13",Llíria,46160,Valencia / València,1.559,NA,1.419,NA,-0.585806,39.620639,ATUNOIL,L-D: 24H,2023-08-30 11:08
"Calle Ue3-Sector2.A3, 1",Albal,46470,Valencia / València,1.589,NA,1.455,NA,-0.409583,39.389000,BALLENOIL,L-D: 24H,2023-08-30 11:03
"Calle Uno, 16",Alcalá De Guadaíra,41500,Sevilla,1.589,NA,1.489,NA,-5.881083,37.381750,CEPSA,L-S: 06:00-22:00,2023-08-31 15:17
"Calle Urartea, 23",Vitoria-Gasteiz,01010,Araba/Álava,1.809,1.959,1.729,1.819,-2.712722,42.863778,AVIA,L-D: 06:30-22:30,2023-08-30 10:59
"Calle Urbi, 4",Basauri,48970,Bizkaia,1.669,NA,1.519,NA,-2.875722,43.238250,EUSKADILOWCOST,L-D: 24H,2023-08-29 10:15
"Calle Urgell, 11",Balaguer,25600,Lleida,1.779,1.939,1.629,1.729,0.810972,41.793083,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Calle Urgell, S/N",Sant Pere De Ribes,08810,Barcelona,1.699,1.909,1.599,1.669,1.752833,41.238583,Q8,L-S: 07:00-22:00; D: 08:00-22:00,2023-08-31 15:45
"Calle Valencia Esq C/Sant Joan Bosco, 1",Alcoy/Alcoi,03800,Alicante,1.609,NA,1.515,NA,-0.466250,38.711556,GASEXPRESS,L-D: 24H,2023-08-30 12:49
"Calle Valencia, 206",Algemesí,46680,Valencia / València,1.639,NA,1.437,NA,-0.433583,39.198333,BALLENOIL,L-D: 24H,2023-08-31 11:28
"Calle Valencia, 41",Villamalea,02270,Albacete,NA,NA,1.488,NA,-1.593250,39.367333,NO TIENE,L-D: 24H,2023-08-31 13:05
